OUT_ID	Kingdom	Phylum	Class	Order	Family	Genus
ASV_514	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus
ASV_515	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium
ASV_516	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Pelomonas
ASV_517	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
ASV_518	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Aureimonas
ASV_519	Bacteria	NA	NA	NA	NA	NA
ASV_520	Bacteria	NA	NA	NA	NA	NA
ASV_521	Bacteria	NA	NA	NA	NA	NA
ASV_522	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_523	Bacteria	NA	NA	NA	NA	NA
ASV_524	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_525	Bacteria	NA	NA	NA	NA	NA
ASV_526	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
ASV_527	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
ASV_528	NA	NA	NA	NA	NA	NA
ASV_529	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_530	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
ASV_531	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Ornithinibacillus
ASV_532	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Oceanobacillus
ASV_533	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Levilactobacillus
ASV_534	Bacteria	NA	NA	NA	NA	NA
ASV_535	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_536	Bacteria	NA	NA	NA	NA	NA
ASV_537	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	NA	NA
ASV_538	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_539	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_540	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV_541	Bacteria	NA	NA	NA	NA	NA
ASV_542	Bacteria	NA	NA	NA	NA	NA
ASV_543	Bacteria	NA	NA	NA	NA	NA
ASV_544	Bacteria	NA	NA	NA	NA	NA
ASV_545	Bacteria	NA	NA	NA	NA	NA
ASV_546	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
ASV_547	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia
ASV_548	Bacteria	NA	NA	NA	NA	NA
ASV_549	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_550	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
ASV_551	NA	NA	NA	NA	NA	NA
ASV_552	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
ASV_553	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_554	Bacteria	NA	NA	NA	NA	NA
ASV_555	Bacteria	NA	NA	NA	NA	NA
ASV_556	Bacteria	NA	NA	NA	NA	NA
ASV_557	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_558	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	NA
ASV_559	Bacteria	Firmicutes	Bacilli	Bacillales	Sporolactobacillaceae	Sporolactobacillus
ASV_560	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Bogoriellaceae	Georgenia
ASV_561	Bacteria	NA	NA	NA	NA	NA
ASV_562	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus
ASV_563	Bacteria	NA	NA	NA	NA	NA
ASV_564	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_565	Bacteria	NA	NA	NA	NA	NA
ASV_566	Bacteria	NA	NA	NA	NA	NA
ASV_567	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Nocardiopsaceae	Nocardiopsis
ASV_568	Bacteria	NA	NA	NA	NA	NA
ASV_569	Bacteria	NA	NA	NA	NA	NA
ASV_570	Bacteria	NA	NA	NA	NA	NA
ASV_571	Bacteria	NA	NA	NA	NA	NA
ASV_572	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_573	Bacteria	NA	NA	NA	NA	NA
ASV_574	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_575	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_576	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia
ASV_577	Bacteria	NA	NA	NA	NA	NA
ASV_578	Bacteria	NA	NA	NA	NA	NA
ASV_579	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
ASV_580	NA	NA	NA	NA	NA	NA
ASV_581	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
ASV_582	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Ameyamaea
ASV_583	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_584	Bacteria	NA	NA	NA	NA	NA
ASV_585	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter
ASV_586	Bacteria	NA	NA	NA	NA	NA
ASV_587	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium
ASV_588	Bacteria	NA	NA	NA	NA	NA
ASV_589	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Alcaligenaceae	Alcaligenes
ASV_590	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
ASV_591	NA	NA	NA	NA	NA	NA
ASV_592	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium
ASV_593	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriaceae	Desulfosporosinus
ASV_594	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Paeniclostridium
ASV_595	Bacteria	Firmicutes	Bacilli	Thermoactinomycetales	Thermoactinomycetaceae	Thermoactinomyces
ASV_596	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Microvirga
ASV_597	Bacteria	Firmicutes	Bacilli	Thermoactinomycetales	Thermoactinomycetaceae	Planifilum
ASV_598	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
ASV_599	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 13
ASV_600	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_601	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces
ASV_602	Bacteria	NA	NA	NA	NA	NA
ASV_603	Bacteria	NA	NA	NA	NA	NA
ASV_604	Bacteria	NA	NA	NA	NA	NA
ASV_605	NA	NA	NA	NA	NA	NA
ASV_606	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pseudoalteromonadaceae	Pseudoalteromonas
ASV_607	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio
ASV_608	Bacteria	NA	NA	NA	NA	NA
ASV_609	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_610	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_611	Bacteria	NA	NA	NA	NA	NA
ASV_612	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_613	Bacteria	NA	NA	NA	NA	NA
ASV_614	Bacteria	NA	NA	NA	NA	NA
ASV_615	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_616	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_617	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_618	Bacteria	NA	NA	NA	NA	NA
ASV_619	Bacteria	NA	NA	NA	NA	NA
ASV_620	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_621	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia
ASV_622	NA	NA	NA	NA	NA	NA
ASV_623	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Buttiauxella
ASV_624	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
ASV_625	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_626	Bacteria	Armatimonadota	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Chthonomonas
ASV_627	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_628	Bacteria	NA	NA	NA	NA	NA
ASV_629	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Delftia
ASV_630	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA
ASV_631	Bacteria	NA	NA	NA	NA	NA
ASV_632	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_633	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium
ASV_634	Bacteria	NA	NA	NA	NA	NA
ASV_635	Bacteria	NA	NA	NA	NA	NA
ASV_636	Bacteria	NA	NA	NA	NA	NA
ASV_637	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
ASV_638	NA	NA	NA	NA	NA	NA
ASV_639	Bacteria	NA	NA	NA	NA	NA
ASV_640	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
ASV_641	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
ASV_642	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
ASV_643	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Geodermatophilaceae	Modestobacter
ASV_644	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Oceanobacillus
ASV_645	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Family XI	Finegoldia
ASV_646	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pseudoalteromonadaceae	Pseudoalteromonas
ASV_647	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA
ASV_648	Bacteria	NA	NA	NA	NA	NA
ASV_649	Bacteria	NA	NA	NA	NA	NA
ASV_650	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_651	Bacteria	NA	NA	NA	NA	NA
ASV_652	NA	NA	NA	NA	NA	NA
ASV_653	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_654	Bacteria	NA	NA	NA	NA	NA
ASV_655	Bacteria	NA	NA	NA	NA	NA
ASV_656	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
ASV_657	Bacteria	NA	NA	NA	NA	NA
ASV_658	Bacteria	NA	NA	NA	NA	NA
ASV_659	Bacteria	NA	NA	NA	NA	NA
ASV_660	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_661	Bacteria	NA	NA	NA	NA	NA
ASV_662	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Providencia
ASV_663	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pseudoalteromonadaceae	Pseudoalteromonas
ASV_664	Bacteria	NA	NA	NA	NA	NA
ASV_665	Bacteria	NA	NA	NA	NA	NA
ASV_666	NA	NA	NA	NA	NA	NA
ASV_667	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Buttiauxella
ASV_668	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
ASV_669	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
ASV_670	Bacteria	NA	NA	NA	NA	NA
ASV_671	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_672	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_673	Bacteria	NA	NA	NA	NA	NA
ASV_674	Bacteria	NA	NA	NA	NA	NA
ASV_675	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
ASV_676	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium
ASV_677	Bacteria	NA	NA	NA	NA	NA
ASV_678	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_679	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Komagataeibacter
ASV_680	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Orbaceae	NA
ASV_681	Bacteria	NA	NA	NA	NA	NA
ASV_682	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
ASV_683	Bacteria	NA	NA	NA	NA	NA
ASV_684	Bacteria	NA	NA	NA	NA	NA
ASV_685	Bacteria	NA	NA	NA	NA	NA
ASV_686	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_687	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_688	Bacteria	NA	NA	NA	NA	NA
ASV_689	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_690	Bacteria	NA	NA	NA	NA	NA
ASV_691	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_692	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_693	NA	NA	NA	NA	NA	NA
ASV_694	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	NA
ASV_695	Bacteria	NA	NA	NA	NA	NA
ASV_696	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Cellulomonadaceae	Cellulomonas
ASV_697	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_698	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Epulopiscium
ASV_699	Bacteria	Firmicutes	Symbiobacteriia	Symbiobacteriales	Symbiobacteraceae	Symbiobacterium
ASV_700	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
ASV_701	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Leucobacter
ASV_702	Bacteria	NA	NA	NA	NA	NA
ASV_703	NA	NA	NA	NA	NA	NA
ASV_704	Bacteria	NA	NA	NA	NA	NA
ASV_705	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pseudoalteromonadaceae	Pseudoalteromonas
ASV_706	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV_707	Bacteria	NA	NA	NA	NA	NA
ASV_708	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus
ASV_709	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_710	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia
ASV_711	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia
ASV_712	Bacteria	NA	NA	NA	NA	NA
ASV_713	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_714	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_715	NA	NA	NA	NA	NA	NA
ASV_716	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Family XI	Anaerococcus
ASV_717	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV_718	Bacteria	NA	NA	NA	NA	NA
ASV_719	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_720	Bacteria	NA	NA	NA	NA	NA
ASV_721	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_722	Bacteria	NA	NA	NA	NA	NA
ASV_723	Bacteria	NA	NA	NA	NA	NA
ASV_724	Bacteria	NA	NA	NA	NA	NA
ASV_725	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_726	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	NA	NA
ASV_727	Bacteria	NA	NA	NA	NA	NA
ASV_728	Bacteria	NA	NA	NA	NA	NA
ASV_729	Bacteria	NA	NA	NA	NA	NA
ASV_730	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_731	Bacteria	NA	NA	NA	NA	NA
ASV_732	Bacteria	NA	NA	NA	NA	NA
ASV_733	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_734	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium
ASV_735	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_736	Bacteria	NA	NA	NA	NA	NA
ASV_737	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_738	Bacteria	NA	NA	NA	NA	NA
ASV_739	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_740	Bacteria	NA	NA	NA	NA	NA
ASV_741	Bacteria	NA	NA	NA	NA	NA
ASV_742	Bacteria	NA	NA	NA	NA	NA
ASV_743	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pseudoalteromonadaceae	Pseudoalteromonas
ASV_744	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_745	Bacteria	NA	NA	NA	NA	NA
ASV_746	Bacteria	NA	NA	NA	NA	NA
ASV_747	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_748	Bacteria	NA	NA	NA	NA	NA
ASV_749	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	NA
ASV_750	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	NA
ASV_751	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
ASV_752	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
ASV_753	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
ASV_754	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_755	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia
ASV_756	Bacteria	NA	NA	NA	NA	NA
ASV_757	Bacteria	NA	NA	NA	NA	NA
ASV_758	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pseudoalteromonadaceae	Pseudoalteromonas
ASV_759	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_760	Bacteria	NA	NA	NA	NA	NA
ASV_761	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Providencia
ASV_762	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Anaerocolumna
ASV_763	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	NA
ASV_764	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
ASV_765	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
ASV_766	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
ASV_767	Bacteria	NA	NA	NA	NA	NA
ASV_768	Bacteria	NA	NA	NA	NA	NA
ASV_769	Bacteria	NA	NA	NA	NA	NA
ASV_770	Bacteria	NA	NA	NA	NA	NA
ASV_771	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA
ASV_772	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia
ASV_773	Bacteria	NA	NA	NA	NA	NA
ASV_774	Bacteria	NA	NA	NA	NA	NA
ASV_775	Bacteria	Firmicutes	Bacilli	Exiguobacterales	Exiguobacteraceae	Exiguobacterium
ASV_776	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Lysinibacillus
ASV_777	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
ASV_778	Bacteria	Firmicutes	Bacilli	Thermoactinomycetales	Thermoactinomycetaceae	Thermoflavimicrobium
ASV_779	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 10
ASV_780	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Turicibacter
ASV_781	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	NA
ASV_782	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
ASV_783	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Lampropedia
ASV_784	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella
ASV_785	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_786	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA
ASV_787	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
ASV_788	Bacteria	NA	NA	NA	NA	NA
ASV_789	Bacteria	NA	NA	NA	NA	NA
ASV_790	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV_791	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas
ASV_792	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium
ASV_793	Bacteria	NA	NA	NA	NA	NA
ASV_794	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_795	Bacteria	NA	NA	NA	NA	NA
ASV_796	NA	NA	NA	NA	NA	NA
ASV_797	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Testudinibacter
ASV_798	Bacteria	NA	NA	NA	NA	NA
ASV_799	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
ASV_800	Bacteria	NA	NA	NA	NA	NA
ASV_801	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_802	Bacteria	NA	NA	NA	NA	NA
ASV_803	Bacteria	NA	NA	NA	NA	NA
ASV_804	Bacteria	NA	NA	NA	NA	NA
ASV_805	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_806	Bacteria	NA	NA	NA	NA	NA
ASV_807	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
ASV_808	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_809	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_810	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	NA
ASV_811	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_812	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_813	Bacteria	NA	NA	NA	NA	NA
ASV_814	Bacteria	NA	NA	NA	NA	NA
ASV_815	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_816	NA	NA	NA	NA	NA	NA
ASV_817	Archaea	NA	NA	NA	NA	NA
ASV_818	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_819	Bacteria	NA	NA	NA	NA	NA
ASV_820	Bacteria	NA	NA	NA	NA	NA
ASV_821	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus
ASV_822	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV_823	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_824	Bacteria	NA	NA	NA	NA	NA
ASV_825	Bacteria	NA	NA	NA	NA	NA
ASV_826	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_827	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_828	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_829	Bacteria	NA	NA	NA	NA	NA
ASV_830	Bacteria	NA	NA	NA	NA	NA
ASV_831	Bacteria	NA	NA	NA	NA	NA
ASV_832	Bacteria	NA	NA	NA	NA	NA
ASV_833	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
ASV_834	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Dolosigranulum
ASV_835	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
ASV_836	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Paraclostridium
ASV_837	Bacteria	NA	NA	NA	NA	NA
ASV_838	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_839	Bacteria	NA	NA	NA	NA	NA
ASV_840	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_841	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_842	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Leucobacter
ASV_843	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia
ASV_844	Bacteria	NA	NA	NA	NA	NA
ASV_845	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pseudoalteromonadaceae	Pseudoalteromonas
ASV_846	NA	NA	NA	NA	NA	NA
ASV_847	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_848	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio
ASV_849	NA	NA	NA	NA	NA	NA
ASV_850	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Rahnella1
ASV_851	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium
ASV_852	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Rothia
ASV_853	Bacteria	NA	NA	NA	NA	NA
ASV_854	Bacteria	NA	NA	NA	NA	NA
ASV_855	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	NA	NA
ASV_856	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	Gordonia
ASV_857	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
